campaign_id,impressions,clicks,conversions,spend,budget,quality_score,region,device,status
CMP_7567,90263,1709,145,5011.44,3701,6,India,desktop,active
CMP_7568,31418,875,89,1999.2,2752,6,Singapore,tablet,active
CMP_7569,36677,2683,74,7943.98,2769,3,UAE,tablet,active
CMP_7570,9721,29,10,1624.0,1624,9,India,desktop,paused
CMP_7571,98164,4579,80,1742.43,3113,5,US,desktop,active
CMP_7572,26408,1332,62,867.02,2450,5,Singapore,desktop,paused
CMP_7573,52902,2530,300,5439.61,3816,9,UAE,desktop,active
CMP_7574,62784,2915,277,3926.54,2860,3,Singapore,tablet,paused
CMP_7575,48810,1695,189,2534.0,2534,10,US,tablet,active
CMP_7576,25516,626,42,893.68,2478,4,Singapore,tablet,paused
CMP_7577,73176,2417,209,3482.83,460,10,UAE,mobile,paused
CMP_7578,86677,2822,182,7487.74,863,2,US,mobile,active
CMP_7579,80948,4376,230,4858.41,625,5,US,tablet,active
CMP_7580,40327,1089,101,2818.09,930,6,US,mobile,active
CMP_7581,86031,6021,383,4471.05,1776,7,UK,mobile,paused
CMP_7582,43843,1441,42,2188.23,1505,8,US,tablet,paused
CMP_7583,4515,317,5,727.52,4504,2,US,mobile,active
CMP_7584,46064,2108,81,4263.91,1192,4,Germany,mobile,active
CMP_7585,55584,3828,275,9846.48,1624,6,US,mobile,paused
CMP_7586,12471,415,11,217.71,1715,9,Singapore,tablet,active
CMP_7587,12035,943,50,1024.44,4457,9,Singapore,tablet,paused
CMP_7588,85702,2192,62,3709.38,902,10,UK,desktop,paused
CMP_7589,23209,832,89,2242.71,4397,4,Singapore,desktop,paused
CMP_7590,43132,1882,224,2632.27,4499,2,UAE,desktop,active
CMP_7591,42560,644,0,962.13,3441,2,Singapore,tablet,paused
CMP_7592,5235,189,9,507.93,2988,8,UAE,mobile,active
CMP_7593,85992,4779,243,7393.87,3964,8,Germany,tablet,paused
CMP_7594,49843,750,41,1528.36,3542,5,Germany,tablet,active
CMP_7595,28167,998,77,2564.18,1394,9,UK,desktop,paused
CMP_7596,58931,878,55,497.79,1159,3,UK,tablet,active
CMP_7597,19398,422,38,1240.68,2274,5,Germany,tablet,active
CMP_7598,7440,116,6,244.52,3013,1,UAE,mobile,paused
CMP_7599,83391,4850,0,10191.94,3697,4,UAE,desktop,active
CMP_7600,92125,5319,611,11698.62,1031,7,UK,tablet,active
CMP_7601,4832,371,43,383.47,2754,2,Singapore,tablet,active
CMP_7602,20049,288,32,592.3,614,6,Singapore,mobile,paused
CMP_7603,13499,312,8,111.71,4913,8,US,mobile,paused
CMP_7604,65250,4693,549,13257.15,729,5,UAE,desktop,active
CMP_7605,13129,254,3,124.03,3971,5,India,tablet,active
CMP_7606,24440,336,40,368.93,705,1,India,mobile,active
CMP_7607,29735,89,13,365.11,2651,3,UAE,desktop,paused
CMP_7608,23029,1765,55,2662.13,1424,9,US,desktop,active
CMP_7609,92597,2387,158,6793.23,2652,8,US,desktop,paused
CMP_7610,67758,4262,138,10470.86,2747,2,UAE,desktop,active
CMP_7611,37048,444,47,940.11,2322,7,Germany,desktop,active
CMP_7612,15302,938,96,536.77,403,8,Germany,tablet,active
CMP_7613,41859,1965,200,4209.38,888,7,India,tablet,paused
CMP_7614,34619,2588,251,1014.22,4846,1,UK,tablet,active
CMP_7615,52683,370,20,435.46,1261,1,UAE,tablet,active
CMP_7616,59479,3281,196,1301.95,2889,1,Singapore,tablet,active
CMP_7617,79805,239,56,2222.26,2149,3,Germany,mobile,active
CMP_7618,3653,113,7,336.12,1207,10,India,tablet,paused
CMP_7619,75714,5388,160,9889.48,578,2,UK,mobile,active
CMP_7620,25929,602,12,799.89,2811,9,India,mobile,active
CMP_7621,94830,6345,274,13159.33,777,1,UAE,desktop,active
CMP_7622,30871,1029,48,1129.02,1264,7,US,mobile,active
CMP_7623,94666,2532,297,5795.97,2008,10,UAE,mobile,paused
CMP_7624,68718,658,58,1129.36,4535,3,Germany,desktop,paused
CMP_7625,31471,1905,135,2099.72,2571,7,Germany,mobile,paused
CMP_7626,29767,1880,210,4230.19,3585,8,Singapore,mobile,active
CMP_7627,21604,382,17,271.5,1068,1,Singapore,desktop,paused
CMP_7628,90046,907,94,1693.57,2688,1,Singapore,desktop,paused
CMP_7629,2693,139,5,215.06,777,3,Germany,mobile,paused
CMP_7630,91365,4838,183,3095.69,2816,2,UAE,desktop,active
CMP_7631,30614,408,6,503.42,1056,8,US,desktop,paused
CMP_7632,52357,2411,230,1393.96,4931,8,US,desktop,paused
CMP_7633,15913,1073,53,925.45,2041,6,India,desktop,active
CMP_7634,40467,1257,135,3571.23,4595,9,India,desktop,paused
CMP_7635,10427,293,8,651.73,2322,1,Singapore,desktop,paused
CMP_7636,32041,569,0,1035.42,868,4,India,tablet,active
CMP_7637,17246,310,27,715.02,4497,1,India,tablet,paused
CMP_7638,65723,4613,243,3358.61,808,2,US,mobile,active
CMP_7639,96404,4510,422,3683.23,4785,10,US,tablet,active
CMP_7640,63685,2578,189,2347.04,3268,7,Germany,desktop,paused
CMP_7641,72482,1122,12,634.34,3386,1,UAE,mobile,paused
CMP_7642,41165,1112,129,3260.32,2753,7,India,mobile,paused
CMP_7643,65976,1739,149,3689.41,383,7,Singapore,tablet,paused
CMP_7644,10741,528,40,1234.39,870,10,UK,tablet,active
CMP_7645,21147,705,81,1700.32,256,3,UK,tablet,paused
CMP_7646,29181,1219,122,1097.67,2948,7,Singapore,desktop,active
CMP_7647,98705,1251,58,2238.81,2159,9,UAE,tablet,active
CMP_7648,70635,793,44,1302.25,4751,7,UK,mobile,active
CMP_7649,38935,116,21,125.21,948,8,US,desktop,paused
CMP_7650,91976,3121,61,8289.82,2171,2,Germany,desktop,paused
CMP_7651,10188,229,15,439.52,4586,5,UK,tablet,active
CMP_7652,87070,5392,226,1258.96,1375,9,Germany,tablet,paused
CMP_7653,33844,692,46,780.31,3133,1,Germany,mobile,active
CMP_7654,71928,1065,90,2910.52,742,5,India,tablet,paused
CMP_7655,34904,2227,113,6009.07,1198,4,UK,tablet,paused
CMP_7656,82054,3901,225,11538.27,4861,6,Germany,desktop,paused
CMP_7657,11499,819,58,2134.92,4662,3,India,tablet,active
CMP_7658,25226,1137,50,3385.19,3280,3,India,tablet,active
CMP_7659,94642,2473,259,721.33,4419,8,India,desktop,paused
CMP_7660,9343,490,10,139.95,3297,10,UK,desktop,paused
CMP_7661,74211,5384,204,14144.72,4695,3,US,tablet,paused
CMP_7662,41453,1346,70,399.12,3483,8,Singapore,tablet,active
CMP_7663,18540,137,2,118.03,2418,2,UAE,desktop,active
CMP_7664,72804,5066,215,12183.46,2010,2,Singapore,mobile,paused
CMP_7665,67351,3698,431,6917.84,4415,9,Singapore,desktop,paused
CMP_7666,11308,190,5,496.42,714,4,Singapore,desktop,active
CMP_7667,65599,5078,0,10754.38,3143,8,India,tablet,paused
CMP_7668,44031,1460,128,2814.86,3685,4,Germany,desktop,active
CMP_7669,76593,1727,43,4536.55,2240,5,Germany,mobile,active
CMP_7670,73708,4413,244,4175.0,4175,8,India,mobile,paused
CMP_7671,84506,3192,224,2564.49,373,10,UAE,mobile,paused
CMP_7672,68639,5283,61,14595.01,1101,6,UK,mobile,paused
CMP_7673,43246,2960,252,7782.69,2480,4,US,tablet,active
CMP_7674,82847,4558,104,3171.0,3171,6,UAE,desktop,paused
CMP_7675,56076,381,31,1071.89,296,3,US,mobile,paused
CMP_7676,20027,1337,102,3910.98,555,2,Germany,desktop,active
CMP_7677,14126,433,13,532.09,330,3,Germany,desktop,active
CMP_7678,65554,4859,447,3908.17,3118,4,India,tablet,active
CMP_7679,94287,2574,195,6701.46,2299,1,UK,desktop,active
CMP_7680,80348,3787,381,6863.97,509,7,UK,tablet,active
CMP_7681,53953,1424,82,2547.98,2090,8,UAE,tablet,paused
CMP_7682,80571,3611,40,4657.88,4924,7,Singapore,mobile,paused
CMP_7683,65007,2410,225,3535.61,960,8,India,mobile,paused
CMP_7684,86667,3037,237,6688.83,1764,2,UAE,desktop,active
CMP_7685,16732,716,25,1413.5,1932,5,India,desktop,paused
CMP_7686,19352,307,3,405.71,284,4,UAE,tablet,paused
CMP_7687,30986,1751,116,2119.07,1518,7,UAE,mobile,paused
CMP_7688,68405,3632,62,6785.72,2690,4,Singapore,tablet,paused
CMP_7689,21641,742,67,2045.37,2969,2,Germany,desktop,active
CMP_7690,58381,3805,137,4954.37,2323,6,UAE,mobile,active
CMP_7691,93033,1309,79,605.28,4397,7,Singapore,desktop,paused
CMP_7692,72447,2656,233,2955.84,3479,1,Germany,tablet,paused
CMP_7693,23924,1539,181,1617.04,530,2,India,desktop,active
CMP_7694,64918,1229,75,901.41,744,7,UAE,mobile,active
CMP_7695,91602,6995,197,19358.31,2468,4,India,mobile,active
CMP_7696,73593,220,163,4603.33,2773,2,Germany,tablet,paused
CMP_7697,34822,2630,231,3179.67,4675,5,US,desktop,active
CMP_7698,44505,485,39,425.44,3037,5,Singapore,tablet,paused
CMP_7699,75443,895,17,980.98,4991,9,UAE,tablet,paused
CMP_7700,92832,7146,304,8210.85,4416,1,UAE,tablet,paused
CMP_7701,86787,2825,46,5665.28,2672,4,India,mobile,paused
CMP_7702,71533,2975,306,5602.61,307,2,Germany,tablet,paused
CMP_7703,7241,201,5,491.84,2530,4,UAE,desktop,active
CMP_7704,8857,387,0,683.82,2959,8,US,mobile,paused
CMP_7705,89635,5993,548,13795.81,1490,5,UK,mobile,active
CMP_7706,49227,2321,190,6413.67,3629,5,India,tablet,active
CMP_7707,80885,2059,30,530.52,4085,6,Singapore,desktop,active
CMP_7708,53813,2684,201,603.47,3625,8,Germany,tablet,active
CMP_7709,75249,2176,70,1861.58,4194,6,UK,tablet,active
CMP_7710,46046,1088,61,1983.78,1565,7,Singapore,tablet,paused
CMP_7711,64580,1104,17,1834.68,2385,2,US,desktop,paused
CMP_7712,35921,323,31,319.04,2177,8,US,mobile,paused
CMP_7713,93497,280,248,6190.0,3295,4,UAE,mobile,active
CMP_7714,90943,4943,253,11473.95,279,10,Singapore,mobile,paused
CMP_7715,43791,1933,220,5787.29,4363,10,Singapore,tablet,active
CMP_7716,36717,2930,297,6298.99,4368,4,India,desktop,paused
CMP_7717,65159,4360,312,2079.37,1305,9,UK,mobile,paused
CMP_7718,91693,2915,258,7728.21,1786,8,Germany,mobile,active
CMP_7719,57295,3058,135,3857.67,4024,5,US,tablet,paused
CMP_7720,9221,626,70,791.13,2099,7,UK,tablet,paused
CMP_7721,39171,117,176,975.98,4613,8,Singapore,tablet,paused
CMP_7722,34737,2344,66,5237.2,2237,5,UAE,tablet,paused
CMP_7723,28248,672,14,153.95,2859,10,Singapore,tablet,paused
CMP_7724,52040,1143,36,1401.27,3611,2,India,mobile,active
CMP_7725,74622,2615,225,6698.66,4312,6,Singapore,desktop,paused
CMP_7726,57282,562,40,1355.41,2660,7,India,desktop,active
CMP_7727,99182,7193,131,2426.8,3805,4,US,mobile,active
CMP_7728,24569,1451,29,4026.21,3686,3,India,mobile,active
CMP_7729,39493,1867,170,431.91,1439,8,US,tablet,paused
CMP_7730,16339,1198,12,2982.5,4686,8,Germany,tablet,active
CMP_7731,25190,475,0,4415.0,4415,2,UAE,tablet,active
CMP_7732,83374,2806,286,4821.68,2286,2,Germany,mobile,paused
CMP_7733,86702,6599,309,17626.47,4669,7,UK,desktop,active
CMP_7734,69075,1373,0,3573.8,1546,10,UK,mobile,active
CMP_7735,24430,1878,94,2199.04,3496,6,US,mobile,paused
CMP_7736,26459,154,8,258.47,933,8,US,tablet,paused
CMP_7737,78862,236,229,7874.55,2696,6,UK,mobile,paused
CMP_7738,10604,678,73,1950.09,1446,7,Singapore,mobile,active
CMP_7739,23208,902,19,2368.77,1204,7,US,desktop,paused
CMP_7740,86769,2463,275,2234.71,1288,3,Singapore,tablet,paused
CMP_7741,31821,1161,93,635.0,3266,2,Germany,tablet,paused
CMP_7742,20380,782,0,607.76,2126,7,US,tablet,active
CMP_7743,33899,761,19,742.19,2718,9,US,mobile,active
CMP_7744,89630,1737,83,5171.7,1633,6,Singapore,mobile,paused
CMP_7745,27350,1212,17,756.02,3337,2,UAE,tablet,paused
CMP_7746,30181,1953,189,4250.92,2572,5,Singapore,mobile,paused
CMP_7747,15652,444,14,357.38,3840,7,UK,tablet,active
CMP_7748,37208,2809,273,1754.64,200,8,Singapore,mobile,active
CMP_7749,96450,289,69,3687.41,3914,1,India,tablet,active
CMP_7750,14782,112,5,224.28,4965,4,Germany,desktop,active
CMP_7751,33878,452,26,705.37,1668,3,UK,desktop,active
CMP_7752,84185,2011,147,1453.81,4361,1,UK,mobile,paused
CMP_7753,16469,870,98,1768.53,1036,8,US,mobile,active
CMP_7754,85639,2674,226,4882.85,2736,2,India,mobile,active
CMP_7755,66538,2020,94,4590.01,4669,7,Germany,mobile,paused
CMP_7756,75991,4265,101,10311.5,1287,2,India,tablet,paused
CMP_7757,5019,141,12,99.55,4648,1,UK,tablet,active
CMP_7758,71113,2267,68,5453.18,652,6,UK,desktop,paused
CMP_7759,56492,3988,260,10902.86,381,1,Germany,tablet,active
CMP_7760,53916,2745,76,2594.67,1584,2,UAE,mobile,active
CMP_7761,7907,67,7,189.41,2070,4,UK,mobile,active
CMP_7762,46603,3622,165,4593.27,359,7,Germany,mobile,active
CMP_7763,60912,3145,240,6488.94,4177,1,Singapore,tablet,paused
CMP_7764,91711,2919,160,7606.16,2892,2,Singapore,mobile,paused
CMP_7765,89980,1747,93,1683.82,1514,6,Singapore,tablet,paused
CMP_7766,24067,810,13,1866.4,4815,4,UK,desktop,active
CMP_7767,67953,1963,163,1244.19,4320,6,Germany,mobile,paused
CMP_7768,39371,777,46,381.0,2800,5,US,desktop,active
CMP_7769,82121,3221,179,2393.51,646,10,UK,mobile,paused
CMP_7770,81275,5875,285,15626.67,2797,9,UK,desktop,paused
CMP_7771,98179,6573,227,12588.92,4306,3,UK,mobile,active
CMP_7772,33318,2014,230,3575.18,2989,7,UAE,mobile,active
CMP_7773,27730,1820,79,5071.72,3548,8,US,tablet,active
CMP_7774,63683,3080,60,7350.16,3300,6,UK,tablet,paused
CMP_7775,7917,157,14,402.68,3759,5,India,desktop,paused
CMP_7776,35492,1977,0,4691.97,3497,8,UK,mobile,active
CMP_7777,97154,291,145,2023.98,4382,5,UK,desktop,active
CMP_7778,48772,2167,241,3950.35,1157,6,US,tablet,paused
CMP_7779,44172,1020,94,808.59,2781,7,UAE,desktop,active
CMP_7780,69336,2791,151,1042.54,322,10,UK,tablet,active
CMP_7781,58073,4216,166,10901.47,3175,9,India,tablet,active
CMP_7782,77201,4963,220,11197.81,3961,10,UAE,desktop,active
CMP_7783,96288,1150,97,1345.73,1292,5,India,desktop,paused
CMP_7784,74303,2436,179,2262.59,2451,4,UAE,desktop,active
CMP_7785,23445,1788,121,3149.71,1250,6,Singapore,tablet,active
CMP_7786,83863,657,16,993.97,1820,1,India,mobile,active
CMP_7787,44380,1364,68,2525.69,1904,1,Germany,mobile,paused
CMP_7788,27076,554,63,635.72,2365,3,India,mobile,paused
CMP_7789,66662,2859,201,2846.06,2863,9,UAE,tablet,paused
CMP_7790,75489,1949,230,1423.0,1423,8,Singapore,desktop,active
CMP_7791,33362,486,46,318.92,4709,10,Singapore,mobile,active
CMP_7792,77018,2029,102,4364.3,1620,1,Singapore,desktop,active
CMP_7793,10399,408,7,524.2,1371,8,India,desktop,active
CMP_7794,65463,2965,300,8550.15,2774,5,Germany,desktop,active
CMP_7795,97685,3050,82,7409.35,2556,2,India,tablet,paused
CMP_7796,54594,2976,37,1640.09,1646,1,India,desktop,active
CMP_7797,21891,1209,111,2272.33,1111,1,US,mobile,active
CMP_7798,7156,333,17,215.53,4505,4,UK,mobile,paused
CMP_7799,56207,2328,142,1209.51,2548,10,Singapore,mobile,paused
CMP_7800,79098,2424,33,6850.06,2292,3,US,mobile,paused
CMP_7801,61394,1319,125,1279.77,4383,10,US,tablet,paused
CMP_7802,4341,162,1,208.41,4677,9,Germany,desktop,paused
CMP_7803,23506,958,29,980.72,659,8,UAE,tablet,active
CMP_7804,88745,4864,222,10303.12,3943,7,Singapore,desktop,paused
CMP_7805,66093,2711,46,1447.91,2450,5,US,mobile,paused
CMP_7806,86499,259,70,2190.02,3374,3,UAE,tablet,active
CMP_7807,64631,347,19,797.6,2754,7,India,desktop,paused
CMP_7808,71998,1555,100,200.0,200,5,US,tablet,active
CMP_7809,37412,2933,201,3043.0,3043,9,Germany,mobile,active
CMP_7810,10598,73,3,77.36,2829,5,US,tablet,active
CMP_7811,21431,130,5,149.81,1721,4,UK,desktop,paused
CMP_7812,63727,2367,131,6307.36,1042,4,India,mobile,paused
CMP_7813,28605,1987,62,1802.12,1431,5,UAE,tablet,active
CMP_7814,68057,3973,108,4265.84,4329,4,Germany,desktop,paused
CMP_7815,17347,376,30,3859.0,3859,2,Singapore,mobile,paused
CMP_7816,19663,590,34,1333.18,4250,1,Germany,desktop,active
CMP_7817,93039,4508,422,10923.23,2014,5,India,tablet,paused
CMP_7818,63290,332,35,717.13,2862,5,UAE,desktop,active
CMP_7819,50101,1552,74,3907.13,2646,4,Singapore,mobile,paused
CMP_7820,18260,156,5,439.73,715,5,UAE,mobile,paused
CMP_7821,4271,106,11,277.69,340,10,US,desktop,paused
CMP_7822,86550,259,437,12065.88,3926,9,UAE,mobile,active
CMP_7823,27236,1880,153,3131.71,599,6,Germany,mobile,active
CMP_7824,8026,363,36,81.56,2429,8,UK,mobile,paused
CMP_7825,18937,875,56,482.95,854,3,India,mobile,paused
CMP_7826,51138,692,66,1818.55,3410,7,India,mobile,paused
CMP_7827,80992,242,402,15693.45,3735,8,India,desktop,active
CMP_7828,40544,1656,70,700.0,700,6,India,desktop,paused
CMP_7829,5905,40,2,18.44,4432,4,India,desktop,active
CMP_7830,45738,2452,137,5029.31,886,10,Singapore,tablet,active
CMP_7831,45580,1993,230,1068.66,2299,1,US,mobile,active
CMP_7832,77918,1729,149,3325.43,4550,9,Singapore,mobile,paused
CMP_7833,81930,5292,303,2812.23,727,7,Singapore,mobile,active
CMP_7834,47583,1638,151,2446.78,2459,4,Singapore,tablet,paused
CMP_7835,40961,2682,143,793.58,3120,9,UAE,tablet,paused
CMP_7836,3273,170,17,379.94,2061,2,UAE,desktop,paused
CMP_7837,92185,3304,129,3231.25,612,7,Singapore,desktop,paused
CMP_7838,90219,3902,304,1050.64,2580,4,UAE,tablet,active
CMP_7839,33028,1510,141,4132.95,4885,6,India,desktop,paused
CMP_7840,44230,2292,97,2891.64,842,7,India,mobile,paused
CMP_7841,96294,6707,532,15142.47,861,7,UAE,desktop,paused
CMP_7842,23714,71,30,324.74,916,8,Germany,mobile,paused
CMP_7843,24498,1428,159,3095.93,2086,4,UAE,desktop,active
CMP_7844,55674,2742,137,943.2,1105,4,UK,tablet,active
CMP_7845,46501,851,56,902.12,2529,10,UK,mobile,active
CMP_7846,73651,5488,459,15284.14,4291,9,UAE,tablet,paused
CMP_7847,43483,338,7,881.0,881,3,UK,mobile,active
CMP_7848,1216,12,0,10.93,1175,9,Germany,mobile,paused
CMP_7849,88163,3203,183,8893.84,1911,2,US,desktop,paused
CMP_7850,81190,243,242,9238.03,264,4,Singapore,desktop,active
CMP_7851,47152,524,38,252.65,4802,2,Germany,mobile,active
CMP_7852,25154,1906,46,2722.22,3269,5,UAE,mobile,active
CMP_7853,1391,42,1,98.83,1010,1,Germany,desktop,paused
CMP_7854,24825,1015,88,2938.17,3393,6,India,desktop,active
CMP_7855,17904,536,42,331.38,2975,6,UAE,mobile,paused
CMP_7856,68836,5179,221,3992.95,4649,3,US,desktop,paused
CMP_7857,15983,182,13,250.75,3784,7,UAE,tablet,paused
CMP_7858,69541,4008,206,11623.05,4281,7,US,tablet,active
CMP_7859,44059,961,15,2380.0,719,6,Germany,tablet,active
CMP_7860,23800,71,101,1272.03,1860,1,US,desktop,paused
CMP_7861,57490,798,34,557.36,1891,7,Germany,tablet,active
CMP_7862,88631,3624,296,7957.0,840,2,Singapore,mobile,active
CMP_7863,77035,3879,386,5481.59,3517,7,US,tablet,paused
CMP_7864,38969,1889,110,2169.62,2457,5,UK,tablet,paused
CMP_7865,46486,3305,182,3282.98,1150,5,UAE,mobile,paused
CMP_7866,50158,3417,371,6639.31,3668,4,UK,desktop,active
CMP_7867,83001,5476,478,8378.43,3798,1,US,desktop,paused
CMP_7868,51532,475,27,1048.96,1161,6,US,tablet,active
CMP_7869,57029,1800,146,1606.36,4293,3,UK,tablet,paused
CMP_7870,39533,1490,120,2225.72,647,5,US,desktop,paused
CMP_7871,66321,3731,402,9535.39,1206,8,Singapore,desktop,paused
CMP_7872,99368,3170,187,7256.42,4794,5,UAE,desktop,paused
CMP_7873,38152,1765,48,1185.82,3513,6,UK,desktop,paused
CMP_7874,74518,3742,440,5859.13,4630,2,Germany,mobile,active
CMP_7875,72927,1872,150,2588.92,2259,10,UK,mobile,paused
CMP_7876,18401,683,63,247.49,2725,1,US,mobile,active
CMP_7877,73868,4283,52,2235.46,1656,7,India,tablet,paused
CMP_7878,90709,5967,472,8775.76,3728,2,India,desktop,active
CMP_7879,57051,3097,112,4283.31,513,4,US,tablet,active
CMP_7880,64199,1664,118,3306.93,2829,7,US,desktop,active
CMP_7881,80757,834,46,337.57,2193,1,UK,mobile,active
CMP_7882,16155,341,36,374.03,2134,1,Germany,mobile,paused
CMP_7883,32676,1703,90,2520.89,2441,7,UK,tablet,paused
CMP_7884,35676,543,25,627.65,2115,7,Germany,tablet,active
CMP_7885,46557,1152,44,2923.22,1428,6,Singapore,tablet,active
CMP_7886,6499,107,10,207.21,4367,3,Germany,mobile,paused
CMP_7887,55452,436,10,543.29,2399,5,US,mobile,paused
CMP_7888,74446,2072,180,2340.76,345,3,Germany,mobile,paused
CMP_7889,92671,5328,449,6659.34,2131,6,US,tablet,paused
CMP_7890,40231,395,22,840.04,1322,5,Germany,desktop,paused
CMP_7891,50378,2537,149,1355.75,3734,6,Singapore,desktop,paused
CMP_7892,92586,6385,438,7211.43,3545,5,UAE,mobile,active
CMP_7893,58183,174,218,4772.01,952,7,Singapore,mobile,paused
CMP_7894,21160,1662,52,2802.66,2961,9,UAE,mobile,paused
CMP_7895,62136,4908,256,2900.43,2592,10,UK,tablet,paused
CMP_7896,50901,3384,262,2129.89,2914,6,US,mobile,active
CMP_7897,52319,1259,126,1516.47,949,6,Germany,desktop,paused
CMP_7898,38994,1751,124,2639.96,3327,9,UAE,mobile,paused
CMP_7899,61889,4029,82,3355.42,704,9,UK,desktop,active
CMP_7900,49693,149,179,7876.91,3136,6,UAE,desktop,active
CMP_7901,17275,51,30,539.53,2417,9,Germany,mobile,paused
CMP_7902,82038,3145,263,4695.0,4695,3,UK,mobile,active
CMP_7903,57783,1049,47,2309.84,1365,5,Singapore,desktop,active
CMP_7904,3997,11,1,3487.0,3487,6,UAE,mobile,active
CMP_7905,12889,744,64,1048.99,4147,8,UK,desktop,paused
CMP_7906,48228,610,26,967.03,2460,6,UAE,desktop,active
CMP_7907,22605,195,18,309.06,2136,3,UAE,mobile,paused
CMP_7908,78770,236,214,6762.48,2011,5,Singapore,desktop,active
CMP_7909,80630,2107,235,1057.93,4369,7,US,mobile,active
CMP_7910,63038,4966,509,10765.08,3219,8,India,tablet,paused
CMP_7911,82178,1472,50,1079.33,3448,1,Singapore,tablet,paused
CMP_7912,27943,2198,202,3929.49,890,3,Germany,desktop,paused
CMP_7913,1529,42,1,12.66,2338,5,Germany,desktop,active
CMP_7914,79741,1392,119,3249.46,4702,3,US,tablet,paused
CMP_7915,67734,1816,189,3351.34,4624,6,Germany,mobile,paused
CMP_7916,99619,1762,112,1634.04,1937,7,Germany,mobile,active
CMP_7917,68556,4161,394,4741.27,1236,7,UAE,mobile,paused
CMP_7918,76847,2458,0,3580.17,2642,3,UAE,desktop,paused
CMP_7919,45133,1858,136,3645.06,4560,7,Singapore,mobile,active
CMP_7920,34957,2637,81,3587.27,1499,10,UAE,mobile,active
CMP_7921,86762,4183,145,2353.63,823,3,India,desktop,paused
CMP_7922,37193,2467,58,1751.37,3636,9,Singapore,mobile,active
CMP_7923,68858,4283,47,3074.08,1884,8,UAE,desktop,active
CMP_7924,95523,1134,65,1798.05,804,5,Germany,desktop,paused
CMP_7925,79963,4039,0,3311.19,3438,3,India,desktop,paused
CMP_7926,64904,2112,0,4448.09,1666,6,UK,tablet,paused
CMP_7927,28709,1675,60,1373.73,3418,1,Singapore,mobile,active
CMP_7928,7128,425,6,87.32,2176,4,Germany,mobile,active
CMP_7929,61749,4534,47,6265.71,3864,2,UK,tablet,paused
CMP_7930,38360,2720,265,1551.09,222,9,UAE,tablet,active
CMP_7931,33031,1924,197,2571.75,1725,6,US,tablet,active
CMP_7932,28033,769,30,1527.76,3291,2,US,mobile,paused
CMP_7933,37348,2537,252,6422.17,1762,4,India,desktop,active
CMP_7934,12002,478,40,3104.0,3104,4,UAE,tablet,paused
CMP_7935,34882,2727,199,5763.1,1922,9,Singapore,desktop,paused
CMP_7936,18747,763,33,1516.29,2756,9,Germany,desktop,paused
CMP_7937,37048,1988,70,5572.43,4337,6,Germany,desktop,active
CMP_7938,38745,1019,18,717.35,4001,1,Germany,mobile,active
CMP_7939,32453,1502,170,4002.28,2561,6,India,tablet,active
CMP_7940,2673,136,13,258.77,3179,6,UK,tablet,active
CMP_7941,25469,414,29,1201.1,2394,2,UAE,mobile,active
CMP_7942,92633,2668,317,4515.27,2997,2,US,mobile,active
CMP_7943,36426,1803,189,3476.05,4185,6,Singapore,tablet,active
CMP_7944,27627,989,19,1427.33,2892,8,UAE,mobile,active
CMP_7945,28283,555,32,1224.87,1856,5,Germany,mobile,active
CMP_7946,57131,1925,100,1550.68,2076,8,Germany,desktop,paused
CMP_7947,38525,2232,166,3581.78,4125,6,UAE,tablet,paused
CMP_7948,16173,1104,114,1668.91,486,2,Germany,desktop,paused
CMP_7949,44733,1054,70,632.94,2446,1,Singapore,tablet,active
CMP_7950,22478,67,19,4067.02,4287,9,UK,mobile,active
CMP_7951,33599,211,20,481.32,429,5,UK,mobile,active
CMP_7952,52991,3813,219,5466.4,4539,4,UK,desktop,paused
CMP_7953,94960,4394,336,3498.02,1589,10,India,mobile,paused
CMP_7954,23013,1678,27,4151.96,1425,5,Singapore,tablet,paused
CMP_7955,34659,1655,126,3479.65,2235,4,UAE,mobile,paused
CMP_7956,39674,2609,83,6006.52,3766,1,Germany,tablet,paused
CMP_7957,14262,830,0,1603.46,2305,10,Singapore,tablet,paused
CMP_7958,36042,1097,39,1313.38,3018,7,UK,tablet,active
CMP_7959,95225,3042,258,2347.42,1971,5,Singapore,tablet,active
CMP_7960,97565,529,27,1366.99,2921,10,US,desktop,paused
CMP_7961,37369,2834,154,7459.21,2685,8,UAE,desktop,active
CMP_7962,18769,524,51,590.74,1539,2,UK,tablet,active
CMP_7963,19838,694,36,1825.76,604,8,India,mobile,paused
CMP_7964,12525,308,0,603.0,941,1,US,desktop,paused
CMP_7965,72114,2470,108,2240.62,4686,6,Singapore,desktop,active
CMP_7966,75555,3884,322,5165.83,1043,10,US,mobile,active
CMP_7967,60614,4848,339,6006.11,1338,10,US,mobile,active
CMP_7968,36422,2543,68,2144.88,2880,2,Germany,desktop,active
CMP_7969,66005,3756,398,9583.49,3683,5,UAE,desktop,active
CMP_7970,50510,3036,291,7795.49,4993,6,Germany,desktop,active
CMP_7971,20726,432,14,1158.18,4401,1,UK,tablet,paused
CMP_7972,70742,4358,290,8124.72,1732,2,Germany,tablet,active
CMP_7973,23025,1338,127,3429.01,4397,8,UK,mobile,active
CMP_7974,74746,1173,94,1508.68,3204,5,Singapore,mobile,paused
CMP_7975,82447,1820,183,2004.5,3642,3,UAE,tablet,active
